Order Date,Segment,Market,Sales,Profit
2012-10-21,Corporate,Asia Pacific,44.496,9.335999999999999
2015-07-22,Consumer,Europe,30.48,-25.02
2014-10-16,Home Office,Asia Pacific,38.411999999999985,-5.147999999999993
2013-08-31,Consumer,Asia Pacific,73.47,-1.4699999999999989
2015-11-07,Consumer,USCA,13.272000000000002,-10.6176
2015-11-07,Consumer,USCA,28.272000000000006,6.3612
2015-07-31,Consumer,Europe,61.32,0.8399999999999963
2014-08-27,Home Office,Europe,88.64999999999999,-67.41
2013-01-17,Corporate,Europe,42.84,19.620000000000005
2015-03-04,Consumer,Asia Pacific,42.255,1.6649999999999991
2015-06-18,Consumer,Asia Pacific,75.519,32.708999999999996
2015-06-12,Consumer,Asia Pacific,40.14,17.64
2015-08-08,Home Office,Asia Pacific,88.02149999999999,14.731499999999997
2014-09-10,Home Office,Europe,40.56,12.659999999999997
2014-09-12,Consumer,USCA,11.09,5.4341
2012-09-08,Consumer,LATAM,148.50000000000003,44.52
2012-08-16,Corporate,LATAM,97.32,-34.08
2013-06-18,Consumer,LATAM,21.839999999999996,10.260000000000002
2015-11-20,Consumer,LATAM,19.224,-7.4159999999999995
2015-08-04,Consumer,LATAM,90.62400000000001,-18.136000000000017
2012-03-10,Consumer,LATAM,155.0,43.4
2013-06-11,Corporate,LATAM,126.33599999999998,-14.784000000000002
2012-05-29,Consumer,Asia Pacific,31.788,-14.892000000000003
2014-08-09,Consumer,USCA,11.168000000000001,3.6295999999999995
2015-12-13,Consumer,Asia Pacific,123.21000000000002,49.230000000000004
2014-02-13,Consumer,Europe,43.65,9.540000000000001
2013-09-06,Consumer,Africa,475.19999999999993,66.48
2013-08-09,Home Office,Europe,51.651,-1.7490000000000006
2014-05-28,Consumer,Asia Pacific,16.86,-11.399999999999999
2012-07-12,Consumer,Europe,193.79999999999998,0.0
2014-08-15,Consumer,USCA,105.55199999999999,35.623799999999996
2014-09-09,Consumer,USCA,64.70400000000001,23.455199999999998
2014-06-07,Home Office,Asia Pacific,75.24,29.28
2015-10-30,Corporate,Asia Pacific,122.76,42.96
2015-11-06,Corporate,Europe,109.24199999999999,-32.778000000000006
2015-12-29,Consumer,Europe,147.849,8.678999999999998
2014-08-15,Consumer,USCA,15.54,7.614599999999999
2015-11-20,Consumer,LATAM,87.60000000000002,30.660000000000004
2014-05-13,Consumer,USCA,54.900000000000006,26.901000000000003
2015-11-12,Consumer,Europe,120.31199999999998,1.3320000000000025
2014-09-09,Consumer,USCA,35.168,8.352400000000001
2015-08-22,Home Office,Asia Pacific,33.900000000000006,12.18
2013-10-26,Home Office,Europe,103.35600000000001,45.936
2012-10-05,Consumer,Asia Pacific,43.08,12.0
2014-04-25,Consumer,Asia Pacific,91.62,39.33
2012-08-14,Consumer,Asia Pacific,466.12799999999993,100.36800000000005
2013-07-24,Corporate,Asia Pacific,78.288,29.328000000000007
2015-04-07,Consumer,Asia Pacific,106.01999999999998,9.540000000000001
2015-06-05,Consumer,Europe,170.51999999999998,1.6800000000000002
2013-08-06,Consumer,Europe,57.510000000000005,2.2800000000000002
2015-07-09,Consumer,Asia Pacific,32.34,-10.620000000000001
2015-12-16,Consumer,Asia Pacific,30.348,-4.571999999999999
2014-04-15,Consumer,USCA,25.06,11.778199999999998
2013-11-29,Corporate,Europe,111.71999999999998,41.16
2012-11-28,Home Office,LATAM,62.860000000000014,11.9
2015-11-04,Corporate,LATAM,127.67999999999998,10.64000000000002
2014-09-26,Home Office,LATAM,46.4,15.280000000000001
2013-06-05,Consumer,LATAM,75.216,-6.6240000000000006
2015-05-26,Consumer,LATAM,67.968,-65.712
2015-11-25,Home Office,LATAM,113.12,7.88
2015-06-23,Consumer,LATAM,66.72,-25.6
2014-09-27,Consumer,LATAM,22.536000000000005,-12.424000000000003
2015-12-31,Consumer,USCA,3.024,-0.6048
2012-12-29,Consumer,Africa,84.39000000000001,30.36
2014-09-17,Home Office,Europe,68.4,23.85
2013-12-11,Corporate,Europe,144.53999999999996,27.360000000000003
2012-08-02,Corporate,Asia Pacific,79.91999999999999,24.57
2014-12-26,Consumer,Africa,94.03200000000001,-169.278
2013-12-25,Consumer,Asia Pacific,136.26,64.02
2015-12-29,Consumer,LATAM,99.96,-30.04
2012-01-11,Consumer,LATAM,139.79999999999998,32.1
2015-06-04,Consumer,LATAM,191.20000000000002,38.239999999999995
2013-12-05,Consumer,LATAM,138.16,44.160000000000004
2014-09-19,Consumer,LATAM,113.67999999999998,54.46
2012-06-08,Home Office,LATAM,143.75999999999996,68.96
2015-07-31,Consumer,LATAM,61.2,4.2
2014-06-28,Consumer,Africa,79.14000000000001,30.06
2012-01-17,Corporate,Europe,45.846000000000004,18.846
2014-05-31,Corporate,Europe,83.592,21.311999999999998
2015-08-07,Consumer,Asia Pacific,77.1,33.12
2014-10-26,Corporate,USCA,783.9600000000002,78.39600000000004
2014-11-08,Consumer,Asia Pacific,35.519999999999996,0.33
2015-08-21,Corporate,Africa,127.26000000000003,-135.78
2014-07-20,Corporate,Africa,66.57,29.28
2014-05-03,Consumer,Asia Pacific,71.55000000000001,29.97
2013-04-29,Consumer,Asia Pacific,44.519999999999996,15.96
2015-05-14,Home Office,Asia Pacific,32.04,1.26
2015-09-29,Home Office,LATAM,33.64,8.4
2012-10-17,Corporate,LATAM,76.68,34.38
2015-01-30,Consumer,LATAM,109.31999999999998,13.080000000000002
2013-04-10,Consumer,Europe,23.64,2.04
2012-08-24,Consumer,Asia Pacific,127.6989,-5.441100000000006
2012-03-02,Corporate,USCA,302.45,-199.61700000000002
2015-09-29,Corporate,Europe,103.5,2.04
2015-09-03,Corporate,USCA,235.92,-44.23500000000001
2013-11-16,Consumer,Asia Pacific,60.102,-18.198
2013-02-17,Consumer,Europe,65.1,20.1
2013-01-16,Consumer,Africa,92.81700000000001,-64.98299999999998
2015-11-13,Consumer,Europe,44.235,-25.695
2013-11-28,Corporate,Africa,37.44,0.0
2015-07-29,Consumer,Europe,44.43,14.64
2014-12-26,Consumer,Africa,50.519999999999996,14.64
2014-09-16,Home Office,Europe,56.42999999999999,26.46
2012-08-31,Corporate,USCA,137.94,6.87
2012-03-02,Corporate,USCA,44.672000000000004,-10.051200000000003
2015-11-21,Consumer,Asia Pacific,29.910000000000004,11.94
2015-12-10,Home Office,Europe,88.938,13.818000000000003
2015-12-17,Consumer,Africa,52.18200000000001,-83.538
2013-04-25,Corporate,USCA,13.943999999999999,4.5318
2014-09-25,Consumer,Africa,124.32,49.67999999999999
2013-06-12,Corporate,LATAM,97.73999999999998,18.54
2014-12-11,Corporate,LATAM,43.559999999999995,-16.04
2015-07-04,Corporate,LATAM,91.33199999999998,-35.02799999999999
2015-12-08,Corporate,LATAM,75.36,-75.36000000000001
2015-09-03,Corporate,USCA,16.0,5.6
2012-03-02,Corporate,USCA,15.120000000000001,4.913999999999999
2015-09-03,Corporate,USCA,5.587999999999999,-15.087600000000002
2015-10-24,Corporate,Europe,94.08,36.660000000000004
2014-09-05,Consumer,Europe,67.788,-23.292
2014-05-17,Consumer,Asia Pacific,50.088,-25.09199999999999
2015-04-01,Corporate,USCA,2999.95,1439.976
2015-04-16,Consumer,Asia Pacific,93.744,14.573999999999998
2013-06-11,Corporate,USCA,1123.92,-182.63700000000017
2012-10-11,Consumer,Asia Pacific,71.928,22.368
2014-12-31,Consumer,Europe,55.92,27.36
2014-06-21,Consumer,Europe,131.59799999999998,-61.451999999999984
2013-06-11,Corporate,USCA,1036.624,51.831200000000024
2015-11-24,Corporate,Asia Pacific,109.35,17.010000000000005
2014-10-31,Consumer,LATAM,58.32000000000001,0.0
2013-06-11,Corporate,USCA,563.808,21.142799999999966
2013-11-10,Consumer,Europe,63.44999999999999,29.1
2014-12-04,Consumer,Europe,114.78,5.699999999999999
2012-10-13,Corporate,USCA,269.9,16.19399999999999
2014-01-08,Consumer,Asia Pacific,47.25,13.11
2015-07-28,Corporate,Asia Pacific,30.348,-4.571999999999999
2014-05-23,Corporate,USCA,222.38400000000001,22.238400000000013
2015-11-10,Corporate,USCA,523.392,52.33919999999998
2015-06-06,Consumer,Europe,122.07,41.49
2013-05-07,Home Office,LATAM,182.57999999999998,21.9
2014-11-15,Corporate,LATAM,71.73599999999999,-7.184000000000003
2014-06-17,Home Office,LATAM,30.3,9.059999999999999
2015-03-20,Consumer,Asia Pacific,95.16,26.64
2013-01-29,Corporate,Europe,33.39,2.25
2013-06-11,Corporate,USCA,249.58400000000003,31.197999999999986
2015-09-23,Corporate,USCA,219.84,107.7216
2015-04-01,Corporate,USCA,64.12,30.7776
2014-04-26,Consumer,Asia Pacific,107.32499999999999,9.494999999999997
2015-06-09,Consumer,Europe,86.39999999999999,38.88
2013-06-11,Corporate,USCA,78.60000000000001,-62.88000000000001
2013-06-11,Corporate,USCA,60.768,7.595999999999989
2015-01-14,Consumer,Europe,29.04,10.08
2014-12-04,Corporate,Africa,160.49999999999997,15.9
2015-04-11,Consumer,Asia Pacific,48.96,17.61
2012-06-27,Corporate,Asia Pacific,78.99,11.040000000000001
2015-09-23,Corporate,USCA,98.16,9.815999999999995
2015-04-01,Corporate,USCA,34.54,17.27
2014-08-10,Consumer,Asia Pacific,37.827,12.537000000000003
2014-12-13,Corporate,LATAM,100.26000000000002,11.879999999999999
2015-12-19,Consumer,LATAM,109.28,33.760000000000005
2015-04-03,Consumer,LATAM,87.96,35.160000000000004
2014-05-16,Consumer,Europe,87.48000000000002,25.29
2014-07-19,Corporate,Asia Pacific,200.15999999999997,-88.07999999999997
2015-09-23,Corporate,USCA,86.97,25.22129999999999
2015-09-23,Corporate,USCA,33.04,15.5288
2012-05-03,Corporate,Europe,55.38,4.38
2015-01-16,Consumer,Europe,101.58,13.200000000000001
2012-06-14,Corporate,Europe,16.740000000000002,2.16
2015-02-03,Home Office,Europe,88.86,29.28
2012-12-02,Consumer,Europe,36.17999999999999,10.080000000000002
2013-03-05,Consumer,Europe,119.133,6.722999999999992
2015-08-19,Consumer,Asia Pacific,54.35999999999999,20.07
2014-10-11,Corporate,Europe,66.50999999999999,0.0
2015-03-28,Consumer,Asia Pacific,72.53999999999999,7.92
2012-05-01,Consumer,Europe,58.56,2.88
2015-03-05,Consumer,Asia Pacific,112.87200000000001,-107.268
2012-10-13,Corporate,USCA,22.92,11.0016
2015-05-24,Corporate,Europe,67.92,31.92
2012-05-10,Corporate,LATAM,33.42,3.3
2015-06-27,Corporate,LATAM,48.059999999999995,16.32
2013-03-19,Home Office,LATAM,73.10400000000001,-1.296000000000015
2013-02-14,Corporate,Europe,30.299999999999997,3.5999999999999996
2014-01-22,Consumer,Asia Pacific,59.34,16.56
2015-11-27,Home Office,Africa,73.32000000000001,13.919999999999998
2014-03-12,Corporate,Africa,141.12,-145.97999999999996
2013-03-05,Home Office,Africa,61.199999999999996,18.96
2014-09-20,Consumer,Europe,18.240000000000002,7.98
2015-07-24,Home Office,Europe,48.96,16.14
2015-10-06,Consumer,Africa,81.66000000000001,10.56
2015-11-13,Corporate,USCA,14.016,4.9056
2013-06-11,Corporate,USCA,3.7680000000000007,-3.1400000000000006
2013-06-11,Corporate,USCA,48.672,7.300799999999999
2015-10-31,Consumer,USCA,614.272,-23.03520000000006
2015-02-18,Consumer,USCA,1539.3600000000001,646.3799999999999
2013-08-29,Corporate,Africa,84.84,3.3899999999999997
2015-08-11,Corporate,Europe,117.99,51.84
2014-12-06,Consumer,Asia Pacific,48.42,9.18
2012-08-23,Home Office,Africa,72.00000000000001,15.120000000000001
2015-12-02,Consumer,Asia Pacific,55.242000000000004,15.341999999999999
2013-08-31,Home Office,Asia Pacific,499.43999999999994,194.76
2015-07-16,Home Office,Europe,47.55,6.18
2014-05-13,Corporate,LATAM,29.6,10.88
2014-07-30,Consumer,LATAM,142.592,28.512
2014-04-09,Home Office,LATAM,60.24000000000001,4.8
2015-02-18,Consumer,USCA,508.32,203.28000000000003
2012-06-22,Corporate,Africa,30.13200000000001,-39.22800000000001
2015-04-17,Consumer,Asia Pacific,125.34,56.400000000000006
2013-04-05,Corporate,Asia Pacific,123.33,43.14
2015-06-05,Consumer,Europe,70.956,-3.2040000000000006
2015-08-29,Consumer,Africa,61.67999999999999,18.48
2014-12-12,Home Office,Africa,91.38,14.580000000000002
2014-12-12,Corporate,Europe,94.02,17.82
2014-12-04,Corporate,Europe,206.01,32.94
2015-11-24,Corporate,Africa,166.82999999999998,4.9799999999999995
2014-11-25,Consumer,Europe,166.89000000000001,25.02
2015-03-18,Consumer,Asia Pacific,39.123000000000005,-0.027000000000000135
2013-12-25,Consumer,USCA,843.9,371.31600000000003
2015-05-06,Corporate,Asia Pacific,103.104,-136.65599999999998
2013-09-28,Consumer,Asia Pacific,115.506,29.495999999999995
2015-04-04,Home Office,Asia Pacific,153.65699999999998,27.296999999999997
2012-10-31,Corporate,LATAM,37.32,4.84
2015-11-25,Consumer,LATAM,31.535999999999994,-8.424000000000001
2013-09-01,Home Office,LATAM,49.14,7.279999999999999
2014-09-26,Home Office,LATAM,39.04,11.32
2015-06-25,Consumer,LATAM,68.8,15.8
2012-11-06,Home Office,LATAM,75.71999999999998,-7.679999999999995
2014-08-20,Consumer,Europe,45.09,22.53
2013-09-05,Corporate,Africa,72.25200000000001,-79.48799999999997
2012-12-29,Home Office,Europe,42.36,11.76
2015-12-11,Consumer,Europe,82.17,27.089999999999996
2012-08-14,Corporate,Africa,32.04,8.64
2014-12-19,Corporate,Africa,82.32,23.759999999999998
2015-02-01,Home Office,Africa,52.92,18.48
2015-03-19,Consumer,Africa,57.096000000000004,-123.74399999999999
2012-05-30,Consumer,USCA,659.97,197.99099999999996
2012-12-07,Consumer,USCA,603.92,45.29400000000001
2014-12-06,Consumer,Asia Pacific,36.0,-31.05
2014-08-01,Corporate,Asia Pacific,115.72800000000001,-86.83199999999998
2015-01-08,Consumer,Europe,57.74999999999999,13.8
2013-12-25,Consumer,USCA,449.56800000000004,56.195999999999955
2014-04-15,Corporate,LATAM,121.32000000000001,-40.44000000000001
2015-07-24,Consumer,LATAM,73.79999999999998,36.0
2013-04-30,Corporate,LATAM,62.720000000000006,30.080000000000002
2014-02-28,Consumer,LATAM,29.96,12.28
2015-07-09,Corporate,Asia Pacific,21.48,8.58
2015-11-28,Corporate,Africa,42.822,-82.818
2013-12-20,Consumer,Africa,23.099999999999998,5.5200000000000005
2013-01-23,Consumer,Europe,96.66,28.98
2013-06-08,Consumer,Europe,130.734,24.623999999999995
2014-08-30,Consumer,Africa,53.16,9.48
2012-03-06,Consumer,Asia Pacific,74.60999999999999,19.38
2013-11-05,Consumer,Europe,26.429999999999996,10.83
2013-06-01,Corporate,Asia Pacific,65.772,29.172000000000004
2014-06-26,Consumer,LATAM,101.94000000000001,9.12
2014-11-29,Consumer,LATAM,129.45156000000003,-29.528440000000007
2015-10-03,Consumer,LATAM,37.0,13.6
2014-04-05,Consumer,LATAM,17.84,3.0
2014-03-22,Corporate,Asia Pacific,34.019999999999996,1.62
2015-02-06,Consumer,Europe,162.0,14.580000000000002
2013-06-14,Home Office,Europe,129.60000000000002,51.84
2014-02-27,Consumer,Asia Pacific,69.336,9.215999999999998
2015-10-31,Consumer,USCA,97.568,-6.0980000000000025
2012-06-14,Home Office,Africa,96.78,0.0
2015-02-18,Consumer,USCA,137.16,0.0
2014-09-20,Consumer,Europe,44.835,-41.265
2015-10-02,Consumer,Asia Pacific,29.580000000000005,5.01
2015-10-31,Consumer,USCA,199.98,37.99619999999999
2014-08-12,Consumer,LATAM,142.68800000000002,-160.53199999999998
2013-08-07,Consumer,USCA,106.8,10.679999999999996
2014-11-09,Home Office,Africa,38.76,16.56
2013-08-14,Consumer,Europe,47.49000000000001,4.26
2013-09-20,Home Office,Asia Pacific,44.1228,6.862799999999998
2012-12-07,Consumer,USCA,45.68,21.0128
2015-02-18,Consumer,USCA,52.08,17.700000000000003
2015-06-11,Corporate,Asia Pacific,74.304,13.163999999999998
2015-01-16,Home Office,Europe,93.48,43.92
2012-05-30,Consumer,USCA,113.72999999999999,32.98169999999999
2012-08-17,Home Office,Asia Pacific,93.7125,-1.3875000000000064
2012-11-28,Consumer,LATAM,50.176,17.536
2014-10-30,Consumer,LATAM,44.0,17.6
2014-09-14,Consumer,Europe,95.79599999999999,-30.384
2015-06-10,Consumer,Asia Pacific,134.19,25.38
2015-02-18,Consumer,USCA,27.69,2.19
2012-06-28,Consumer,USCA,13.919999999999998,4.872000000000001
2014-11-18,Home Office,Asia Pacific,54.2826,-13.397399999999998
2013-08-13,Home Office,Europe,62.775000000000006,7.605000000000001
2012-08-18,Consumer,USCA,10.72,1.7419999999999987
2013-06-30,Home Office,LATAM,126.39999999999998,36.64
2012-10-07,Consumer,Asia Pacific,75.78,30.240000000000002
2014-12-12,Corporate,Asia Pacific,89.16,-57.239999999999995
2015-07-04,Home Office,USCA,2395.2000000000003,209.58000000000004
2013-11-12,Consumer,Europe,87.84,4.32
2015-08-06,Consumer,Europe,467.58599999999996,57.126
2013-04-18,Corporate,Asia Pacific,81.0738,-2.266200000000005
2015-07-04,Home Office,USCA,1687.8,742.6320000000001
2014-01-07,Consumer,LATAM,73.96799999999999,-3.7120000000000006
2012-12-28,Corporate,LATAM,44.6,2.6
2015-10-07,Consumer,LATAM,94.85999999999999,36.0
2015-09-30,Home Office,Asia Pacific,473.04,-23.760000000000048
2014-05-14,Consumer,Europe,57.60000000000001,13.23
2012-12-11,Corporate,Europe,141.75,42.45
2014-02-16,Home Office,Europe,50.382000000000005,12.821999999999997
2015-12-10,Corporate,Africa,120.77999999999997,31.32
2015-12-23,Home Office,Europe,184.89600000000002,36.93600000000001
2014-06-26,Corporate,Europe,97.56,12.66
2015-05-10,Corporate,Asia Pacific,102.168,34.397999999999996
2014-06-12,Consumer,Asia Pacific,61.1667,10.046700000000001
2012-09-18,Corporate,Asia Pacific,33.75,-27.0
2013-12-25,Home Office,USCA,414.96,124.48799999999994
2015-09-27,Consumer,Asia Pacific,142.46999999999997,44.160000000000004
2013-02-15,Corporate,Asia Pacific,65.232,19.512
2015-07-04,Home Office,USCA,59.98,26.391200000000005
2013-08-25,Consumer,Europe,97.74,28.32
2013-02-19,Consumer,Asia Pacific,94.93200000000002,-4.788000000000011
2014-06-07,Consumer,Asia Pacific,55.572,-19.247999999999998
2014-12-09,Corporate,LATAM,46.2,12.4
2013-04-12,Consumer,LATAM,46.08,8.7
2014-09-02,Consumer,LATAM,130.56,31.320000000000004
2013-12-11,Home Office,USCA,110.528,38.684799999999996
2013-08-27,Consumer,Africa,57.87,13.86
2012-09-21,Home Office,Europe,325.79999999999995,107.46000000000001
2012-02-14,Home Office,Asia Pacific,73.05,29.94
2012-10-09,Consumer,Asia Pacific,246.3,51.6
2014-03-04,Corporate,Europe,53.55,4.2299999999999995
2013-12-18,Home Office,USCA,20.736000000000004,7.2576
2015-01-03,Home Office,Asia Pacific,58.800000000000004,21.12
2015-01-15,Home Office,Europe,74.28,33.42
2014-11-05,Consumer,Europe,29.28,1.44
2012-08-11,Consumer,Europe,27.240000000000002,13.02
2014-06-17,Home Office,Europe,91.38,14.580000000000002
2015-11-13,Corporate,Asia Pacific,82.6164,-51.48360000000001
2015-03-28,Home Office,LATAM,49.06,12.539999999999997
2013-12-02,Consumer,LATAM,40.379999999999995,3.1799999999999997
2015-12-31,Corporate,LATAM,58.74000000000001,16.439999999999998
2015-09-02,Consumer,LATAM,165.54824,49.42824
2014-09-25,Home Office,LATAM,76.7,34.5
2013-09-24,Home Office,LATAM,68.4,-14.879999999999995
2013-12-04,Corporate,LATAM,40.26,8.040000000000001
2015-12-29,Consumer,LATAM,112.13999999999999,38.080000000000005
2015-11-03,Home Office,LATAM,67.8,27.720000000000006
2013-03-16,Home Office,USCA,17.52,6.3072
2015-11-11,Home Office,Africa,87.76800000000001,-160.93200000000002
2012-11-09,Corporate,Africa,54.54,9.24
2015-05-13,Corporate,Europe,33.72,-21.599999999999998
2013-11-27,Corporate,Asia Pacific,44.1702,-19.1898
2012-09-22,Home Office,USCA,28.8,10.080000000000002
2015-10-13,Consumer,Europe,73.53,29.339999999999996
2014-09-30,Consumer,Asia Pacific,61.08,29.880000000000003
2013-08-17,Consumer,Asia Pacific,82.65,28.799999999999997
2015-10-17,Consumer,Asia Pacific,92.205,32.655
2015-07-04,Home Office,USCA,7.992000000000001,2.6972999999999994
2012-09-18,Home Office,USCA,5.67,0.11340000000000017
2015-08-29,Corporate,Europe,47.760000000000005,20.04
2013-12-15,Home Office,USCA,3.28,1.4104
2013-04-29,Home Office,USCA,7.968000000000001,2.8884000000000007
2014-07-06,Corporate,Asia Pacific,39.81,15.51
2014-06-07,Home Office,Asia Pacific,51.449999999999996,-23.669999999999995
2014-12-13,Corporate,USCA,383.952,76.79039999999998
2014-04-15,Consumer,LATAM,74.73599999999999,-0.06399999999999864
2014-09-24,Consumer,LATAM,58.608000000000004,-9.792000000000007
2015-11-28,Home Office,LATAM,265.73999999999995,-97.46
2013-08-26,Home Office,LATAM,51.084,-20.436000000000007
2012-12-26,Consumer,LATAM,54.56,19.64
2015-06-26,Consumer,LATAM,74.7,22.38
2014-06-17,Consumer,Asia Pacific,58.343999999999994,-27.755999999999986
2015-05-12,Corporate,Europe,52.59,12.600000000000001
2015-06-05,Consumer,Asia Pacific,44.58,21.36
2014-12-19,Corporate,Europe,58.199999999999996,12.72
2014-08-07,Consumer,Asia Pacific,115.71000000000001,40.32
2015-10-28,Corporate,USCA,189.57600000000002,9.478799999999978
2014-08-24,Consumer,Europe,102.48000000000002,9.18
2014-06-24,Consumer,LATAM,42.239999999999995,16.4
2013-12-04,Corporate,LATAM,123.19999999999997,31.919999999999995
2012-06-23,Consumer,LATAM,62.975999999999985,-2.1439999999999997
2015-03-08,Corporate,LATAM,69.12000000000002,29.0
2013-07-12,Consumer,Europe,30.299999999999997,3.5999999999999996
2014-08-06,Corporate,USCA,388.62,85.44
2015-05-27,Corporate,Africa,30.93,9.57
2015-12-13,Consumer,Europe,94.5,13.86
2014-02-15,Home Office,Europe,87.9,3.4799999999999995
2015-08-28,Home Office,Africa,38.31,4.199999999999999
2015-10-28,Corporate,USCA,71.96,7.1960000000000015
2014-08-06,Corporate,USCA,254.16,101.64000000000001
2015-06-17,Corporate,Europe,120.84,19.32
2013-09-24,Consumer,Africa,26.879999999999995,6.18
2014-08-06,Corporate,USCA,520.98,62.46
2013-07-30,Corporate,Europe,44.43,14.64
2014-12-24,Consumer,Europe,81.35999999999999,-19.529999999999987
2015-12-23,Corporate,USCA,67.04,6.703999999999997
2012-10-23,Consumer,Asia Pacific,46.43999999999999,11.61
2013-08-13,Corporate,LATAM,123.9,18.479999999999997
2012-12-07,Corporate,LATAM,52.78000000000001,20.58
2015-07-26,Consumer,LATAM,79.4,21.4
2014-06-10,Corporate,Asia Pacific,78.62400000000001,-57.03599999999999
2012-12-08,Corporate,Asia Pacific,152.76600000000002,-3.4140000000000015
2014-12-13,Corporate,USCA,18.693,-14.331299999999992
2015-12-23,Corporate,USCA,37.32,10.4496
2015-11-06,Home Office,Africa,39.96,19.14
2014-10-30,Corporate,USCA,40.74,0.4073999999999991
2012-08-02,Corporate,Asia Pacific,50.85000000000001,4.050000000000001
2014-06-10,Consumer,Europe,39.54,16.56
2013-09-03,Home Office,Europe,27.324,-2.436
2015-12-23,Corporate,USCA,18.45,8.6715
2014-10-30,Corporate,USCA,11.67,3.0342000000000002
2015-08-29,Consumer,Europe,207.15,55.8
2013-06-02,Corporate,Europe,53.519999999999996,12.84
2014-05-31,Home Office,Asia Pacific,40.98,17.16
2012-04-07,Corporate,USCA,19.008000000000003,6.890399999999998
2015-12-23,Corporate,USCA,4.17,1.0841999999999998
2012-10-02,Consumer,Asia Pacific,101.26800000000003,-114.85200000000003
2012-06-01,Corporate,Europe,100.92,4.919999999999998
2013-12-31,Corporate,LATAM,46.08,8.7
2012-08-01,Consumer,Africa,43.76700000000001,-80.253
2013-10-12,Home Office,Europe,30.120000000000005,5.699999999999999
2013-08-10,Consumer,Asia Pacific,20.7,3.06
2014-12-31,Corporate,Europe,85.5,8.549999999999999
2015-05-20,Corporate,Asia Pacific,57.023999999999994,-24.756
2014-07-18,Consumer,Europe,224.39999999999995,105.42
2012-04-07,Corporate,USCA,2.368,0.8287999999999999
2013-02-21,Consumer,Asia Pacific,209.95199999999997,11.592000000000002
2013-12-24,Consumer,USCA,590.0580000000001,-786.7440000000003
2014-05-17,Consumer,USCA,552.56,0.0
2014-09-06,Consumer,Asia Pacific,141.66,2.6999999999999997
2015-07-04,Corporate,Asia Pacific,84.48,4.199999999999999
2012-12-04,Consumer,Europe,40.995,-37.754999999999995
2013-11-19,Corporate,LATAM,88.74000000000001,7.3799999999999955
2014-01-09,Home Office,LATAM,55.20000000000001,17.639999999999997
2012-04-14,Home Office,LATAM,99.0,13.8
2015-10-24,Corporate,LATAM,160.23887999999997,2.87888
2013-04-28,Consumer,LATAM,49.62,-31.480000000000008
2014-08-13,Corporate,Asia Pacific,19.331999999999997,6.612
2013-06-16,Consumer,Europe,46.32,15.24
2015-11-29,Consumer,Asia Pacific,43.605000000000004,19.305
2013-12-24,Consumer,USCA,14.04,1.5794999999999986
2012-09-25,Home Office,Europe,42.39000000000001,9.72
2012-09-01,Corporate,Asia Pacific,221.40000000000003,24.240000000000002
2015-11-19,Corporate,USCA,389.05600000000004,48.63199999999995
2012-12-27,Consumer,Asia Pacific,97.92,32.28
2014-06-01,Corporate,Europe,55.458000000000006,11.057999999999998
2014-06-15,Corporate,USCA,337.176,-118.01160000000002
2015-06-20,Corporate,USCA,129.3,6.464999999999989
2015-07-09,Corporate,Asia Pacific,56.652,-48.16799999999999
2015-09-15,Consumer,Asia Pacific,47.25,11.309999999999999
2014-12-11,Corporate,Asia Pacific,63.36150000000002,-40.738500000000016
2012-12-27,Corporate,Europe,56.7,16.98
2014-01-25,Consumer,Africa,97.80000000000001,0.0
2012-02-10,Home Office,Europe,67.44,24.240000000000002
2012-04-13,Consumer,Europe,62.34300000000001,-54.05699999999999
2013-12-03,Consumer,Europe,49.68000000000001,23.34
2014-10-15,Corporate,Asia Pacific,60.599999999999994,24.240000000000002
2012-11-04,Home Office,LATAM,65.4,-1.1200000000000045
2014-09-16,Consumer,LATAM,65.232,8.531999999999993
2014-10-07,Corporate,LATAM,25.936,-1.964
2015-02-26,Consumer,Asia Pacific,47.57280000000001,-15.307200000000002
2015-11-19,Corporate,USCA,81.36000000000001,-19.32300000000001
2012-12-30,Home Office,Asia Pacific,93.03,20.37
2014-07-17,Home Office,Europe,26.955,-14.564999999999998
2013-12-10,Consumer,Africa,41.83200000000001,-40.457999999999984
2014-12-24,Consumer,Africa,33.18,10.92
2013-12-21,Consumer,Europe,123.30000000000001,30.81
2015-12-13,Consumer,Europe,45.69,7.290000000000001
2015-04-18,Consumer,Europe,86.94,-78.3
2015-02-17,Consumer,Asia Pacific,31.845000000000002,-22.005
2015-02-22,Corporate,Africa,49.739999999999995,11.91
2014-08-02,Corporate,Asia Pacific,25.379999999999995,11.64
2015-06-30,Home Office,Asia Pacific,41.04,18.84
2013-07-10,Home Office,Europe,50.519999999999996,-21.239999999999995
2012-04-12,Home Office,Africa,43.44,4.32
2014-09-06,Consumer,Asia Pacific,105.18,44.160000000000004
2014-09-18,Corporate,USCA,73.584,8.278199999999998
2015-12-02,Corporate,Africa,61.92,27.18
2015-11-19,Corporate,USCA,20.232000000000003,-16.1856
2012-06-29,Consumer,LATAM,14.6,5.5200000000000005
2015-11-19,Corporate,USCA,20.736000000000004,7.2576
2013-12-18,Consumer,Asia Pacific,82.56,-30.95999999999998
2015-11-04,Consumer,Asia Pacific,115.5,49.62
2013-07-27,Home Office,LATAM,65.89999999999999,17.780000000000005
2014-09-18,Corporate,USCA,6.48,3.1104000000000003
